response-was-incorrect , 3827.38454304
trial-end , 3827.51954304
trial-begin , 3827.51954304
stimulus-not-in-set-letter-Y , 3828.42054404
response-was-correct , 3828.97454404
trial-end , 3829.08854404
trial-begin , 3829.08854404
stimulus-not-in-set-letter-Q , 3829.98954404
response-was-correct , 3830.32858416
trial-end , 3830.37858416
trial-begin , 3830.37958416
stimulus-not-in-set-letter-F , 3831.28058416
response-was-correct , 3831.72558416
trial-end , 3831.82658416
trial-begin , 3831.82658416
stimulus-not-in-set-letter-B , 3832.7284162
response-was-correct , 3833.1624162
trial-end , 3833.2834162
trial-begin , 3833.2834162
stimulus-in-set-letter-L , 3834.18472097
response-was-incorrect , 3834.63272097
trial-end , 3834.76172097
trial-begin , 3834.76172097
stimulus-not-in-set-letter-W , 3835.66272097
response-was-correct , 3836.16673013
trial-end , 3836.26673013
trial-begin , 3836.26673013
stimulus-not-in-set-letter-B , 3837.16873013
response-was-correct , 3837.64473013
trial-end , 3837.70973013
trial-begin , 3837.71073013
stimulus-not-in-set-letter-M , 3838.61177241
response-was-correct , 3839.20577241
trial-end , 3839.29877241
trial-begin , 3839.29877241
stimulus-in-set-letter-G , 3840.1998086
response-was-incorrect , 3840.5448086
trial-end , 3840.6518086
trial-begin , 3840.6518086
stimulus-in-set-letter-G , 3841.5528086
response-was-correct , 3841.9058086
trial-end , 3841.9908086
task-end-MS , 3841.9988086
task-begin-SRT-training , 3859.50918062
task-end-SRT-training , 3880.21248556
task-begin-SRT , 3880.21248556
trial-begin , 3880.21348556
picture-begin , 3880.87948556
response , 3881.40648556
trial-end , 3881.44948556
trial-begin , 3881.44948556
picture-begin , 3882.11748556
response , 3882.46749816
trial-end , 3882.52349816
trial-begin , 3882.52349816
picture-begin , 3884.70255662
response , 3885.00455662
trial-end , 3885.09755662
trial-begin , 3885.09755662
picture-begin , 3887.77665091
response , 3888.09665091
trial-end , 3888.16865091
trial-begin , 3888.16865091
picture-begin , 3890.31663964
response , 3890.65063964
trial-end , 3890.75763964
trial-begin , 3890.75763964
picture-begin , 3891.49063964
response , 3891.92963964
trial-end , 3892.01463964
trial-begin , 3892.01463964
picture-begin , 3893.28269336
response , 3893.62569336
trial-end , 3893.73169336
trial-begin , 3893.73169336
picture-begin , 3895.95677066
response , 3896.30985253
trial-end , 3896.42285253
trial-begin , 3896.42285253
picture-begin , 3898.96985415
response , 3899.30185415
trial-end , 3899.40085415
trial-begin , 3899.40185415
picture-begin , 3900.57684873
response , 3900.97484873
trial-end , 3901.06784873
trial-begin , 3901.06784873
picture-begin , 3903.48968188
response , 3903.77468188
trial-end , 3903.88768188
trial-begin , 3903.88768188
picture-begin , 3905.79974914
response , 3906.06774914
trial-end , 3906.19574914
trial-begin , 3906.19574914
picture-begin , 3907.02098943
response , 3907.39098943
trial-end , 3907.48398943
trial-begin , 3907.48398943
picture-begin , 3909.33104013
