response , 3909.65704013
trial-end , 3909.76304013
trial-begin , 3909.76304013
picture-begin , 3910.63601433
response , 3910.98201433
trial-end , 3911.06801433
trial-begin , 3911.06801433
picture-begin , 3913.82791272
response , 3914.18227129
trial-end , 3914.26027129
trial-begin , 3914.26027129
picture-begin , 3915.96727129
response , 3916.25618095
trial-end , 3916.33418095
trial-begin , 3916.33518095
picture-begin , 3917.32118095
response , 3917.66118095
trial-end , 3917.71718095
trial-begin , 3917.71718095
picture-begin , 3920.3791227
response , 3920.6981227
trial-end , 3920.7981227
trial-begin , 3920.7981227
picture-begin , 3922.22425522
response , 3922.56925522
trial-end , 3922.64125522
trial-begin , 3922.64125522
picture-begin , 3925.20723538
response , 3925.53923538
trial-end , 3925.63823538
trial-begin , 3925.63923538
picture-begin , 3926.4214587
response , 3926.78645869
trial-end , 3926.86445869
trial-begin , 3926.86545869
picture-begin , 3929.81838324
response , 3930.10817124
trial-end , 3930.22117124
trial-begin , 3930.22117124
picture-begin , 3931.41517124
response , 3931.75117124
trial-end , 3931.83717124
trial-begin , 3931.83717124
picture-begin , 3934.09761169
response , 3934.39642647
trial-end , 3934.48142647
trial-begin , 3934.48142647
picture-begin , 3936.71047477
response , 3937.04847477
trial-end , 3937.15547477
trial-begin , 3937.15547477
picture-begin , 3939.57452094
response , 3939.92552095
trial-end , 3940.01152094
trial-begin , 3940.01152094
picture-begin , 3941.36358521
response , 3941.70058521
trial-end , 3941.75658521
trial-begin , 3941.75658521
picture-begin , 3943.39164994
response , 3943.74164994
trial-end , 3943.79764994
trial-begin , 3943.79864994
picture-begin , 3946.41971193
response , 3946.74471193
trial-end , 3946.80871193
trial-begin , 3946.80871193
picture-begin , 3949.20773048
response , 3949.55473048
trial-end , 3949.63373048
trial-begin , 3949.63373048
picture-begin , 3952.16372741
response , 3952.47491589
trial-end , 3952.55291589
trial-begin , 3952.55391589
picture-begin , 3955.05281479
response , 3955.37581479
trial-end , 3955.46781479
trial-begin , 3955.46781479
picture-begin , 3957.84108039
response , 3958.17088647
trial-end , 3958.27788647
trial-begin , 3958.27788647
picture-begin , 3959.19988646
response , 3959.61088646
trial-end , 3959.67488646
trial-begin , 3959.67488646
picture-begin , 3960.54197284
response , 3960.88697284
trial-end , 3960.97897284
trial-begin , 3960.97897284
picture-begin , 3962.54796857
response , 3962.87796857
trial-end , 3962.95796857
trial-begin , 3962.95796857
picture-begin , 3964.06996857
response , 3964.39698555
trial-end , 3964.49598555
trial-begin , 3964.49698555
picture-begin , 3966.18698555
response , 3966.53510085
trial-end , 3966.61410085
trial-begin , 3966.61410085
picture-begin , 3969.56607978
response , 3969.95007978
trial-end , 3970.03607978
task-end-SRT , 3970.03707978
picture-begin , 3986.79352589
trial-end , 3999.27626634
response , 3999.20026634
picture-begin , 3999.28026634
trial-end , 4007.44436795
response , 4007.36136795
picture-begin , 4007.44836795
trial-end , 4019.13111518
response , 4019.04111518
picture-begin , 4019.13411518
trial-end , 4024.88504499
response , 4024.80604499
picture-begin , 4024.88804499
trial-end , 4030.10523757
response , 4030.02923757
picture-begin , 4030.11223757
trial-end , 4037.30219311
response , 4037.18919311
picture-begin , 4037.30719311
trial-end , 4045.25518242
response , 4045.15718242
picture-begin , 4045.26118242
trial-end , 4059.04567096
response , 4058.93267096
picture-begin , 4059.04867096
trial-end , 4067.07985053
response , 4067.00385053
picture-begin , 4067.08185053
trial-end , 4087.36624803
response , 4087.25924803
picture-begin , 4101.0273887
trial-end , 4112.56457845
response , 4112.52057845
picture-begin , 4112.56757845
trial-end , 4119.19261132
response , 4118.89461132
picture-begin , 4119.19461132
trial-end , 4125.52989545
response , 4125.34989545
picture-begin , 4125.53289545
trial-end , 4132.63988844
response , 4132.54988844
picture-begin , 4132.64388844
trial-end , 4143.01820469
response , 4142.92020469
picture-begin , 4143.02120469
trial-end , 4149.19208008
response , 4149.10008008
picture-begin , 4149.19808008
trial-end , 4157.77445186
