0, 4.9852e-05, 5.2373e-05, 9.0607e-05, 2.3639e-05, 2.9451e-05, 2.6914e-05, 2.5633e-05, 3.8302e-05, 3.6486e-05, 4.6028e-05, 4.2631e-05
3.1093e-05, 0, 3.4697e-05, 4.0077e-05, 2.9287e-05, 3.0998e-05, 3.4352e-05, 2.462e-05, 3.2895e-05, 3.9309e-05, 4.3403e-05, 3.4958e-05
4.2182e-05, 4.9088e-05, 0, 3.6636e-05, 2.6724e-05, 3.0019e-05, 2.8199e-05, 2.3267e-05, 4.7025e-05, 5.3024e-05, 4.229e-05, 3.2174e-05
6.8103e-05, 6.143e-05, 3.1977e-05, 0, 2.651e-05, 2.9885e-05, 2.7805e-05, 2.8482e-05, 3.0649e-05, 3.5294e-05, 4.3565e-05, 3.4506e-05
1.7435e-05, 3.5225e-05, 2.1551e-05, 2.2596e-05, 0, 3.2396e-05, 2.6598e-05, 2.6019e-05, 2.1385e-05, 2.499e-05, 2.9042e-05, 2.9915e-05
2.0938e-05, 3.6559e-05, 2.5206e-05, 2.285e-05, 3.1673e-05, 0, 3.0523e-05, 2.9805e-05, 2.4715e-05, 2.3219e-05, 3.4281e-05, 3.1174e-05
1.7443e-05, 4.3833e-05, 2.2663e-05, 2.3182e-05, 2.5836e-05, 2.9409e-05, 0, 2.9264e-05, 2.1189e-05, 2.3579e-05, 4.2549e-05, 2.5937e-05
1.6994e-05, 3.2928e-05, 1.8902e-05, 2.4643e-05, 2.3302e-05, 2.7507e-05, 2.9825e-05, 0, 2.0576e-05, 2.2339e-05, 2.4688e-05, 3.4622e-05
3.5602e-05, 4.6637e-05, 5.3427e-05, 3.5906e-05, 2.9455e-05, 3.1659e-05, 2.6096e-05, 2.5082e-05, 0, 5.4487e-05, 3.8982e-05, 3.5754e-05
3.2317e-05, 5.7935e-05, 5.1513e-05, 3.9658e-05, 3.0319e-05, 3.1349e-05, 3.1882e-05, 3.1122e-05, 5.9469e-05, 0, 3.711e-05, 3.4178e-05
2.6706e-05, 4.5486e-05, 3.0039e-05, 3.3444e-05, 2.7603e-05, 3.2362e-05, 3.8252e-05, 2.2248e-05, 2.6023e-05, 2.6047e-05, 0, 2.9229e-05
3.4073e-05, 4.1281e-05, 2.647e-05, 3.5143e-05, 2.9849e-05, 3.4335e-05, 2.7662e-05, 3.5171e-05, 2.8994e-05, 3.0984e-05, 3.4918e-05, 0
