0, 5.4957e-05, 5.8045e-05, 0.000147, 3.5921e-05, 5.5053e-05, 3.4958e-05, 3.1699e-05, 4.3901e-05, 6.0329e-05, 5.8605e-05, 6.9584e-05
2.8021e-05, 0, 3.2956e-05, 5.1887e-05, 4.2294e-05, 5.2316e-05, 4.39e-05, 3.0506e-05, 3.7937e-05, 5.2688e-05, 3.9965e-05, 5.5869e-05
4.4405e-05, 5.2554e-05, 0, 5.1766e-05, 3.1301e-05, 4.9225e-05, 3.4846e-05, 3.1352e-05, 7.3014e-05, 8.2927e-05, 5.3681e-05, 6.3002e-05
0.00011355, 6.5101e-05, 4.0169e-05, 0, 3.1984e-05, 5.2588e-05, 3.5941e-05, 3.2049e-05, 4.3232e-05, 5.6784e-05, 4.5364e-05, 6.8388e-05
2.387e-05, 5.3408e-05, 2.777e-05, 3.7961e-05, 0, 5.5621e-05, 3.6743e-05, 3.766e-05, 3.6528e-05, 3.7103e-05, 3.4805e-05, 7.2978e-05
2.3533e-05, 5.5983e-05, 3.279e-05, 3.882e-05, 4.0812e-05, 0, 3.6298e-05, 4.2719e-05, 3.7493e-05, 4.1782e-05, 4.2595e-05, 6.162e-05
1.7909e-05, 4.8209e-05, 2.6401e-05, 3.3646e-05, 3.2321e-05, 4.5401e-05, 0, 4.3615e-05, 2.9609e-05, 3.844e-05, 4.1725e-05, 5.8403e-05
2.6164e-05, 4.3575e-05, 2.788e-05, 4.1288e-05, 4.2211e-05, 5.5748e-05, 4.7328e-05, 0, 3.5317e-05, 4.086e-05, 4.4202e-05, 6.0895e-05
3.476e-05, 5.1521e-05, 6.3776e-05, 5.3854e-05, 3.5386e-05, 5.1999e-05, 3.5299e-05, 3.3193e-05, 0, 8.1551e-05, 4.1065e-05, 6.3248e-05
3.4661e-05, 7.1338e-05, 5.0339e-05, 5.1028e-05, 3.3096e-05, 5.1039e-05, 4.8025e-05, 3.466e-05, 6.9054e-05, 0, 4.3158e-05, 5.9323e-05
2.8141e-05, 4.5465e-05, 4.2767e-05, 4.1762e-05, 3.2364e-05, 5.3131e-05, 4.0551e-05, 4.0226e-05, 3.0181e-05, 4.3265e-05, 0, 5.9603e-05
3.7211e-05, 5.0317e-05, 3.8137e-05, 4.5592e-05, 5.0904e-05, 5.4465e-05, 3.4484e-05, 3.4206e-05, 3.7372e-05, 4.7638e-05, 4.493e-05, 0
